,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond
978,None,TA,TA,No,LwQ,Unf,SBrkr,,Detchd,Unf,TA,TA
979,None,TA,TA,No,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
980,Stone,TA,TA,Av,ALQ,Unf,SBrkr,,Attchd,RFn,TA,TA
981,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
982,BrkFace,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
983,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
984,None,,,,,,SBrkr,,Attchd,Unf,TA,TA
985,None,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
986,None,TA,Fa,No,Unf,Unf,SBrkr,,Attchd,Unf,Fa,TA
987,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
988,BrkFace,TA,TA,No,LwQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
989,None,Gd,Gd,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
990,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
991,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
992,BrkFace,TA,TA,Gd,BLQ,Rec,SBrkr,Fa,Attchd,RFn,TA,TA
993,None,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
994,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
995,None,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
996,None,TA,TA,No,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
997,BrkFace,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
998,None,TA,Fa,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,Fa
999,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1000,None,,,,,,FuseF,,Detchd,Unf,TA,Fa
1001,None,Fa,TA,No,Unf,Unf,FuseA,,Detchd,Unf,Fa,TA
1002,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1003,BrkFace,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1004,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1005,BrkFace,Gd,Gd,Av,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1006,None,Gd,TA,No,LwQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1007,None,TA,TA,No,BLQ,LwQ,SBrkr,,Attchd,RFn,TA,TA
1008,Stone,Ex,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1009,None,TA,TA,No,Unf,Unf,SBrkr,,,,,
1010,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1011,None,,,,,,SBrkr,,,,,
1012,None,TA,Fa,No,Unf,Unf,SBrkr,TA,Detchd,Unf,TA,TA
1013,None,TA,TA,No,ALQ,Rec,SBrkr,,Detchd,Unf,TA,TA
1014,BrkFace,TA,Fa,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1015,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1016,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1017,None,Gd,TA,Av,GLQ,Unf,SBrkr,Ex,Attchd,RFn,TA,TA
1018,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1019,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1020,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1021,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1022,None,TA,TA,No,LwQ,Unf,FuseA,,Detchd,Unf,Fa,Fa
1023,BrkFace,Gd,Gd,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1024,None,Gd,TA,Av,ALQ,LwQ,SBrkr,Gd,Attchd,Fin,TA,TA
1025,None,TA,TA,No,LwQ,Rec,SBrkr,,Detchd,Unf,TA,TA
1026,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1027,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1028,None,TA,TA,No,Rec,BLQ,SBrkr,Gd,Attchd,Unf,TA,TA
1029,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1030,None,TA,TA,Mn,Unf,Unf,SBrkr,,,,,
1031,None,TA,TA,No,GLQ,Unf,SBrkr,TA,Basment,Fin,TA,TA
1032,None,Gd,Gd,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1033,Stone,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1034,None,Fa,Fa,No,Unf,Unf,SBrkr,Gd,Basment,Unf,Fa,TA
1035,None,,,,,,SBrkr,,Detchd,Unf,TA,TA
1036,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA
1037,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA
1038,None,TA,TA,No,Unf,Unf,SBrkr,TA,,,,
1039,None,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1040,BrkCmn,TA,TA,No,Rec,BLQ,SBrkr,TA,Attchd,RFn,TA,TA
1041,BrkFace,TA,TA,No,GLQ,Rec,SBrkr,,Attchd,Unf,TA,TA
1042,Stone,Gd,TA,Av,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1043,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,Unf,TA,TA
1044,None,Gd,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1045,None,,,,,,FuseA,Gd,Attchd,Unf,TA,TA
1046,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1047,None,Gd,TA,No,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1048,BrkFace,,,,,,SBrkr,TA,Attchd,Unf,TA,TA
1049,None,,,,,,SBrkr,,Detchd,Unf,TA,TA
1050,None,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,Fin,TA,TA
1051,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1052,BrkCmn,TA,TA,No,Rec,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1053,Stone,TA,TA,Av,Rec,Unf,FuseA,Gd,Basment,Unf,TA,TA
1054,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1055,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1056,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1057,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1058,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1059,BrkFace,TA,TA,Mn,Rec,LwQ,SBrkr,Gd,Detchd,Unf,TA,Fa
1060,None,Gd,TA,Mn,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1061,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,RFn,TA,TA
1062,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1063,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1064,BrkFace,TA,TA,Mn,BLQ,Rec,SBrkr,Po,Attchd,RFn,TA,TA
1065,None,Ex,TA,Gd,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1066,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1067,BrkFace,TA,TA,Gd,GLQ,LwQ,SBrkr,,Attchd,RFn,TA,TA
1068,None,Gd,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1069,None,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1070,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1071,None,TA,TA,No,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
1072,None,Fa,Fa,Mn,Unf,Unf,FuseA,TA,Detchd,Unf,TA,TA
1073,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1074,None,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1075,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1076,None,Fa,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1077,None,TA,TA,Mn,BLQ,Rec,SBrkr,,Attchd,Fin,TA,TA
1078,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1079,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1080,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1081,None,TA,TA,No,ALQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1082,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1083,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1084,None,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1085,None,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1086,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1087,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1088,Stone,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1089,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1090,None,,,,,,FuseA,,Detchd,Unf,TA,TA
1091,BrkFace,Gd,TA,No,BLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1092,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1093,BrkFace,TA,TA,Mn,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1094,None,TA,TA,No,BLQ,Rec,SBrkr,,Attchd,Fin,TA,TA
1095,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1096,None,TA,TA,No,Unf,Unf,SBrkr,,,,,
1097,None,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1098,None,TA,TA,No,BLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1099,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1100,None,TA,Fa,No,Rec,Unf,FuseF,,Detchd,Unf,TA,TA
1101,None,TA,TA,No,BLQ,LwQ,SBrkr,,Detchd,Unf,TA,TA
1102,BrkFace,TA,TA,No,Rec,Unf,SBrkr,,Attchd,RFn,TA,TA
1103,None,TA,TA,Mn,ALQ,Unf,SBrkr,Fa,BuiltIn,Fin,TA,TA
1104,BrkFace,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1105,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1106,None,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1107,None,Ex,Gd,No,Unf,Unf,SBrkr,Gd,BuiltIn,RFn,TA,TA
1108,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1109,Stone,Ex,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1110,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1111,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1112,None,TA,TA,No,GLQ,Unf,FuseA,,Detchd,Unf,TA,TA
1113,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1114,None,TA,TA,No,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
1115,Stone,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1116,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA
1117,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1118,None,TA,TA,No,Unf,Unf,SBrkr,,BuiltIn,RFn,TA,TA
1119,None,TA,TA,No,LwQ,Unf,FuseA,,Attchd,RFn,TA,TA
1120,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA
1121,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1122,None,TA,TA,No,Unf,Unf,FuseA,,Basment,Unf,TA,TA
1123,None,TA,TA,No,Unf,Unf,SBrkr,,,,,
1124,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1125,None,TA,TA,No,Unf,Unf,SBrkr,TA,Detchd,Unf,Fa,Fa
1126,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1127,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1128,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1129,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1130,None,TA,TA,No,BLQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA
1131,None,Gd,TA,Mn,BLQ,Unf,SBrkr,,,,,
1132,None,TA,TA,Mn,Unf,Unf,SBrkr,,Detchd,Unf,Fa,TA
1133,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1134,None,Gd,TA,Av,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1135,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1136,None,TA,TA,No,BLQ,Unf,FuseA,,Attchd,Unf,TA,TA
1137,None,TA,TA,No,Unf,Unf,SBrkr,,,,,
1138,None,TA,TA,Gd,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1139,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1140,None,TA,TA,Mn,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1141,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1142,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,TA,BuiltIn,RFn,TA,TA
1143,None,TA,TA,No,GLQ,Unf,SBrkr,,,,,
1144,None,Gd,TA,No,BLQ,Unf,FuseA,,Detchd,Unf,TA,TA
1145,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1146,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1147,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1148,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1149,None,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1150,None,TA,TA,No,Unf,Unf,FuseA,Gd,Attchd,Unf,TA,TA
1151,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1152,None,TA,TA,No,ALQ,GLQ,SBrkr,Gd,Attchd,Fin,TA,TA
1153,None,TA,TA,Av,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1154,Stone,TA,TA,Gd,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1155,None,Gd,TA,Gd,ALQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA
1156,None,TA,TA,Gd,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1157,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1158,Stone,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1159,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,Gd,TA
1160,None,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1161,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1162,None,Gd,TA,No,BLQ,Unf,SBrkr,Po,Attchd,Fin,TA,TA
1163,None,Gd,TA,Av,GLQ,Unf,SBrkr,,CarPort,Unf,Fa,TA
1164,None,Gd,TA,Gd,ALQ,Rec,SBrkr,TA,Attchd,Unf,TA,TA
1165,Stone,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1166,Stone,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1167,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1168,None,TA,TA,No,Rec,Unf,SBrkr,TA,Basment,Unf,TA,TA
1169,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1170,None,TA,TA,Av,ALQ,Unf,SBrkr,Po,Attchd,Fin,TA,TA
1171,None,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1172,None,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,Fin,TA,TA
1173,None,TA,TA,No,Rec,BLQ,SBrkr,Gd,,,,
1174,None,Gd,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1175,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1176,None,TA,TA,No,ALQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1177,None,TA,TA,No,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
1178,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,TA
1179,None,,,,,,SBrkr,Gd,,,,
1180,None,Gd,TA,No,LwQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1181,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1182,None,Ex,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1183,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1184,BrkFace,TA,TA,Gd,Rec,Unf,SBrkr,TA,2Types,RFn,TA,TA
1185,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1186,None,Fa,TA,Mn,BLQ,Unf,SBrkr,,CarPort,Unf,Fa,Fa
1187,None,Gd,TA,No,GLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA
1188,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1189,None,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1190,Stone,TA,TA,Av,BLQ,Unf,SBrkr,TA,2Types,Fin,TA,TA
1191,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1192,None,TA,TA,Mn,Unf,Unf,SBrkr,,Detchd,Unf,TA,Fa
1193,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1194,Stone,TA,TA,No,ALQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1195,None,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,Fin,TA,TA
1196,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1197,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1198,None,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1199,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Po,Attchd,Unf,TA,TA
1200,None,TA,TA,No,Unf,Unf,SBrkr,,Attchd,Unf,TA,TA
1201,None,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1202,None,TA,TA,No,Unf,Unf,SBrkr,Fa,Detchd,Unf,TA,TA
1203,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1204,None,Gd,TA,No,ALQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1205,BrkFace,Gd,TA,Mn,ALQ,BLQ,SBrkr,TA,Attchd,RFn,TA,TA
1206,None,TA,TA,No,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
1207,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1208,None,TA,TA,No,Rec,BLQ,SBrkr,,Detchd,Unf,TA,TA
1209,Stone,Ex,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1210,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1211,None,Gd,TA,Av,GLQ,Unf,SBrkr,,Basment,RFn,TA,TA
1212,None,TA,TA,No,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
1213,None,TA,Gd,Av,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1214,None,TA,TA,Av,BLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1215,None,TA,TA,No,Rec,LwQ,SBrkr,,Detchd,RFn,TA,TA
1216,None,,,,,,SBrkr,,Attchd,Unf,TA,TA
1217,Stone,Gd,TA,Mn,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1218,None,,,,,,SBrkr,,,,,
1219,BrkFace,TA,TA,No,Unf,Unf,SBrkr,,,,,
