,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond
1220,None,TA,TA,No,Rec,LwQ,SBrkr,,Attchd,Unf,TA,TA
1221,None,TA,TA,No,BLQ,LwQ,SBrkr,TA,Attchd,Unf,TA,TA
1222,BrkFace,TA,TA,Mn,Rec,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1223,BrkFace,TA,Fa,No,LwQ,Unf,FuseA,,Detchd,Unf,TA,TA
1224,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1225,BrkFace,TA,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1226,Stone,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1227,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1228,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1229,None,TA,TA,No,ALQ,Unf,SBrkr,,Basment,Unf,TA,TA
1230,None,Gd,TA,No,GLQ,Rec,SBrkr,TA,BuiltIn,RFn,TA,TA
1231,BrkFace,TA,TA,Av,ALQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1232,None,,,,,,SBrkr,,CarPort,Unf,TA,TA
1233,BrkFace,TA,TA,No,Rec,Unf,SBrkr,,Attchd,RFn,TA,TA
1234,None,TA,TA,Av,Unf,Unf,FuseA,,,,,
1235,None,Gd,TA,Mn,Unf,Unf,FuseF,,Detchd,Unf,Fa,Fa
1236,Stone,Gd,TA,No,Unf,Unf,SBrkr,,BuiltIn,RFn,TA,TA
1237,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1238,None,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1239,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1240,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1241,Stone,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1242,BrkFace,Gd,TA,Gd,GLQ,LwQ,SBrkr,TA,Attchd,RFn,TA,TA
1243,,Ex,Gd,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1244,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1245,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA
1246,None,Gd,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1247,BrkFace,TA,TA,Av,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1248,None,Gd,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa
1249,None,TA,TA,No,BLQ,Rec,SBrkr,,Attchd,Unf,TA,TA
1250,None,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1251,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1252,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1253,None,TA,TA,Gd,LwQ,ALQ,SBrkr,Gd,Attchd,RFn,TA,TA
1254,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1255,None,TA,Fa,No,LwQ,Unf,FuseA,Gd,Detchd,Unf,TA,TA
1256,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1257,None,Fa,TA,No,Unf,Unf,SBrkr,,,,,
1258,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1259,None,Gd,TA,No,ALQ,LwQ,SBrkr,,Attchd,Unf,TA,TA
1260,None,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA
1261,None,TA,TA,No,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
1262,None,TA,TA,Av,Unf,Unf,FuseA,TA,Attchd,Unf,TA,TA
1263,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA
1264,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1265,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1266,None,TA,TA,No,Unf,Unf,FuseF,Gd,Detchd,Unf,TA,TA
1267,None,Ex,TA,Gd,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1268,BrkFace,TA,TA,Mn,Rec,Unf,SBrkr,Gd,BuiltIn,Unf,TA,TA
1269,BrkFace,TA,TA,No,BLQ,Unf,FuseA,,Attchd,Unf,TA,TA
1270,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1271,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1272,BrkFace,TA,TA,No,BLQ,LwQ,SBrkr,,Attchd,Unf,TA,TA
1273,BrkFace,TA,TA,Av,ALQ,Unf,SBrkr,Gd,Basment,RFn,TA,TA
1274,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1275,Stone,TA,TA,No,Rec,Unf,FuseA,,Detchd,Unf,TA,Fa
1276,None,TA,Gd,No,BLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA
1277,BrkFace,Gd,TA,Av,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1278,,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1279,None,TA,TA,No,Unf,Unf,FuseA,,Detchd,RFn,TA,TA
1280,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1281,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,Gd,Gd
1282,None,Gd,TA,Mn,LwQ,Rec,SBrkr,,Detchd,Unf,TA,TA
1283,None,TA,TA,Av,Unf,Unf,SBrkr,,,,,
1284,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1285,None,TA,TA,No,Unf,Unf,FuseF,Gd,Detchd,Unf,TA,TA
1286,BrkFace,TA,TA,No,ALQ,Rec,SBrkr,Gd,Attchd,Unf,TA,TA
1287,BrkCmn,TA,TA,Av,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
1288,None,Gd,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA
1289,Stone,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1290,BrkFace,TA,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1291,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1292,None,TA,TA,No,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1293,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1294,None,TA,TA,No,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
1295,BrkFace,TA,TA,Av,BLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1296,BrkFace,TA,TA,Mn,ALQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1297,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,,Basment,Fin,TA,TA
1298,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1299,None,TA,TA,No,LwQ,Rec,SBrkr,,Attchd,RFn,TA,TA
1300,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1301,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1302,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1303,BrkFace,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1304,Stone,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1305,Stone,Ex,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA
1306,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1307,None,Gd,Gd,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1308,None,TA,TA,No,GLQ,ALQ,SBrkr,,Attchd,Unf,TA,TA
1309,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1310,None,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1311,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1312,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,RFn,Gd,Gd
1313,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA
1314,None,TA,TA,No,Rec,Unf,SBrkr,TA,Detchd,Unf,TA,TA
1315,None,Fa,TA,Mn,ALQ,LwQ,SBrkr,Gd,Attchd,Unf,TA,TA
1316,Stone,Ex,TA,Gd,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1317,None,Ex,Gd,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1318,BrkFace,Gd,TA,Gd,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1319,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1320,None,TA,TA,No,ALQ,Rec,SBrkr,Gd,Attchd,RFn,TA,TA
1321,None,,,,,,SBrkr,,Detchd,Unf,TA,Fa
1322,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1323,None,TA,TA,No,LwQ,Unf,SBrkr,,,,,
1324,BrkFace,Ex,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1325,None,TA,Fa,No,Unf,Unf,SBrkr,,,,,
1326,None,TA,TA,No,Rec,Unf,SBrkr,,,,,
1327,None,TA,TA,No,ALQ,Unf,SBrkr,Ex,Attchd,Unf,TA,TA
1328,None,Gd,TA,No,LwQ,Unf,SBrkr,TA,Detchd,Unf,Fa,TA
1329,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1330,Stone,Gd,Gd,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1331,None,TA,TA,Av,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1332,None,TA,TA,Mn,ALQ,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa
1333,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1334,None,TA,TA,No,LwQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1335,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1336,BrkFace,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1337,None,TA,TA,No,Unf,Unf,FuseA,,,,,
1338,None,Gd,TA,No,GLQ,Unf,SBrkr,,BuiltIn,RFn,TA,TA
1339,None,TA,TA,Mn,Rec,Unf,SBrkr,,Attchd,RFn,TA,TA
1340,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1341,None,Gd,TA,No,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1342,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1343,None,TA,TA,No,Unf,Unf,SBrkr,TA,Detchd,Unf,Fa,Fa
1344,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1345,None,TA,TA,No,ALQ,Unf,FuseA,,Detchd,Unf,TA,TA
1346,None,TA,TA,No,BLQ,Rec,SBrkr,Gd,Attchd,RFn,Gd,TA
1347,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1348,None,Gd,TA,Gd,GLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA
1349,None,TA,Fa,No,LwQ,Unf,SBrkr,,,,,
1350,BrkFace,TA,TA,No,LwQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1351,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1352,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1353,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA
1354,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1355,BrkFace,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1356,BrkFace,TA,TA,No,Rec,Unf,SBrkr,,Attchd,RFn,TA,TA
1357,None,TA,TA,No,GLQ,Unf,SBrkr,Fa,Attchd,Fin,TA,TA
1358,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1359,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1360,None,TA,Fa,No,Unf,Unf,SBrkr,,BuiltIn,RFn,TA,TA
1361,Stone,Ex,TA,Av,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1362,None,TA,Fa,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1363,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1364,None,Gd,TA,No,Unf,Unf,SBrkr,,Detchd,RFn,TA,TA
1365,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1366,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1367,None,TA,TA,No,ALQ,Rec,SBrkr,TA,Attchd,RFn,TA,TA
1368,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1369,BrkFace,Gd,TA,Av,BLQ,GLQ,SBrkr,TA,Attchd,Fin,TA,TA
1370,None,TA,TA,No,ALQ,Rec,SBrkr,,Detchd,Fin,TA,TA
1371,None,TA,TA,Av,BLQ,Unf,SBrkr,TA,BuiltIn,RFn,TA,TA
1372,None,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Detchd,RFn,TA,TA
1373,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1374,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1375,BrkFace,Gd,TA,Gd,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1376,None,Gd,TA,Mn,Rec,Unf,SBrkr,,Detchd,Unf,Fa,TA
1377,None,TA,TA,No,LwQ,BLQ,SBrkr,,Detchd,Unf,TA,TA
1378,BrkFace,TA,Fa,No,BLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1379,None,Gd,TA,No,Unf,Unf,,,BuiltIn,Fin,TA,TA
1380,None,TA,Fa,No,Rec,Unf,FuseF,,Detchd,Unf,TA,Fa
1381,None,TA,TA,Mn,BLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1382,None,Fa,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1383,None,TA,TA,No,Unf,Unf,SBrkr,,Attchd,Unf,TA,TA
1384,None,TA,TA,Mn,Rec,Unf,SBrkr,,Detchd,Unf,TA,TA
1385,None,TA,TA,No,BLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1386,BrkFace,Gd,TA,No,BLQ,LwQ,SBrkr,TA,Attchd,RFn,TA,TA
1387,None,TA,TA,No,Rec,LwQ,SBrkr,Gd,Detchd,Unf,TA,TA
1388,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1389,None,TA,Gd,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1390,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1391,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1392,None,TA,TA,Av,ALQ,Unf,SBrkr,Po,Attchd,RFn,TA,TA
1393,None,Fa,TA,No,Unf,Unf,SBrkr,TA,Detchd,Unf,Gd,TA
1394,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1395,BrkFace,Gd,Gd,Gd,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1396,None,TA,TA,Av,BLQ,Rec,SBrkr,TA,Detchd,Unf,TA,TA
1397,None,TA,TA,Mn,Unf,Unf,SBrkr,,Detchd,Unf,Fa,Fa
1398,None,TA,TA,No,Rec,BLQ,FuseA,,Attchd,Unf,TA,TA
1399,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,Fa,TA
1400,None,TA,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,RFn,TA,TA
1401,None,TA,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1402,None,Gd,Gd,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1403,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1404,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1405,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1406,None,Gd,TA,Av,GLQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1407,None,TA,TA,No,ALQ,Unf,SBrkr,,,,,
1408,None,Fa,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1409,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1410,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1411,None,TA,TA,No,BLQ,Unf,SBrkr,,Attchd,Unf,TA,TA
1412,None,,,,,,FuseF,,Detchd,Unf,TA,TA
1413,Stone,Gd,Gd,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1414,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA
1415,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1416,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1417,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1418,None,TA,TA,No,BLQ,Rec,SBrkr,,Detchd,Unf,TA,TA
1419,BrkFace,TA,TA,Av,Rec,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1420,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1421,None,Gd,TA,No,ALQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA
1422,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,,Attchd,Fin,TA,TA
1423,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Unf,Gd,Gd
1424,None,TA,TA,No,ALQ,Rec,SBrkr,TA,Detchd,Unf,TA,TA
1425,Stone,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,TA,TA
1426,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1427,None,TA,TA,No,BLQ,Unf,FuseA,TA,Attchd,Unf,TA,TA
1428,Stone,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA
1429,BrkFace,Gd,TA,No,BLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1430,None,Gd,Gd,Av,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA
1431,None,Gd,TA,No,LwQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1432,None,TA,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,Fa,Fa
1433,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA
1434,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1435,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1436,None,TA,TA,No,ALQ,Unf,SBrkr,,Detchd,Unf,TA,TA
1437,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1438,None,TA,TA,No,GLQ,Unf,FuseA,,Attchd,Unf,TA,TA
1439,BrkFace,TA,TA,No,GLQ,Rec,SBrkr,TA,Attchd,RFn,TA,TA
1440,None,Ex,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Fin,TA,TA
1441,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1442,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA
1443,None,TA,TA,No,Unf,Unf,FuseF,Gd,Detchd,Unf,Fa,Po
1444,BrkFace,Gd,TA,Av,Unf,Unf,SBrkr,,Attchd,RFn,TA,TA
1445,None,TA,TA,Gd,LwQ,Rec,SBrkr,,Detchd,Unf,TA,TA
1446,BrkFace,TA,TA,No,Rec,Unf,SBrkr,,Attchd,Unf,TA,TA
1447,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1448,None,Fa,TA,No,Unf,Unf,SBrkr,,Detchd,Unf,Fa,TA
1449,None,Gd,TA,Av,GLQ,Unf,SBrkr,,,,,
1450,None,Gd,TA,No,Unf,Unf,SBrkr,,,,,
1451,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA
1452,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,,Basment,Fin,TA,TA
1453,None,Gd,TA,No,Unf,Unf,SBrkr,,,,,
1454,None,Gd,TA,No,GLQ,Unf,SBrkr,,Attchd,RFn,TA,TA
1455,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA
1456,Stone,Gd,TA,No,ALQ,Rec,SBrkr,TA,Attchd,Unf,TA,TA
1457,None,TA,Gd,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA
1458,None,TA,TA,Mn,GLQ,Rec,FuseA,,Attchd,Unf,TA,TA
1459,None,TA,TA,No,BLQ,LwQ,SBrkr,,Attchd,Fin,TA,TA
